# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-31 07:34:21 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10126000 BEAR RIVER NEAR CORINNE, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10126000
#            TS   parameter     statistic     Description
#        143472       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143472_00060_00003	143472_00060_00003_cd
USGS	10126000	1960-05-10		
USGS	10126000	1960-05-11		
USGS	10126000	1960-05-12		
USGS	10126000	1960-05-13		
USGS	10126000	1960-05-14		
USGS	10126000	1960-05-15		
USGS	10126000	1960-05-16		
USGS	10126000	1960-05-17		
USGS	10126000	1960-05-18		
USGS	10126000	1960-05-19		
USGS	10126000	1960-05-20		
USGS	10126000	1960-05-21		
USGS	10126000	1960-05-22		
USGS	10126000	1960-05-23		
USGS	10126000	1960-05-24		
USGS	10126000	1960-05-25		
USGS	10126000	1960-05-26		
USGS	10126000	1960-05-27		
USGS	10126000	1960-05-28		
USGS	10126000	1960-05-29		
USGS	10126000	1960-05-30		
USGS	10126000	1960-05-31		
USGS	10126000	1960-06-01		
USGS	10126000	1960-06-02		
USGS	10126000	1960-06-03		
USGS	10126000	1960-06-04		
USGS	10126000	1960-06-05		
USGS	10126000	1960-06-06		
USGS	10126000	1960-06-07		
USGS	10126000	1960-06-08		
USGS	10126000	1960-06-09		
USGS	10126000	1960-06-10		
USGS	10126000	1960-06-11		
USGS	10126000	1960-06-12		
USGS	10126000	1960-06-13		
USGS	10126000	1960-06-14		
USGS	10126000	1960-06-15		
USGS	10126000	1960-06-16		
USGS	10126000	1960-06-17		
USGS	10126000	1960-06-18		
USGS	10126000	1960-06-19		
USGS	10126000	1960-06-20		
USGS	10126000	1960-06-21		
USGS	10126000	1960-06-22		
USGS	10126000	1960-06-23		
USGS	10126000	1960-06-24		
USGS	10126000	1960-06-25		
USGS	10126000	1960-06-26		
USGS	10126000	1960-06-27		
USGS	10126000	1960-06-28		
USGS	10126000	1960-06-29		
USGS	10126000	1960-06-30		
USGS	10126000	1960-07-01		
USGS	10126000	1960-07-02		
USGS	10126000	1960-07-03		
USGS	10126000	1960-07-04		
USGS	10126000	1960-07-05		
USGS	10126000	1960-07-06		
USGS	10126000	1960-07-07		
USGS	10126000	1960-07-08		
USGS	10126000	1960-07-09		
USGS	10126000	1960-07-10		
USGS	10126000	1960-07-11		
USGS	10126000	1960-07-12		
USGS	10126000	1960-07-13		
USGS	10126000	1960-07-14		
USGS	10126000	1960-07-15		
USGS	10126000	1960-07-16		
USGS	10126000	1960-07-17		
USGS	10126000	1960-07-18		
USGS	10126000	1960-07-19		
USGS	10126000	1960-07-20		
USGS	10126000	1960-07-21		
USGS	10126000	1960-07-22		
USGS	10126000	1960-07-23		
USGS	10126000	1960-07-24		
USGS	10126000	1960-07-25		
USGS	10126000	1960-07-26		
USGS	10126000	1960-07-27		
USGS	10126000	1960-07-28		
USGS	10126000	1960-07-29		
USGS	10126000	1960-07-30		
USGS	10126000	1960-07-31		
USGS	10126000	1960-08-01		
USGS	10126000	1960-08-02		
USGS	10126000	1960-08-03		
USGS	10126000	1960-08-04		
USGS	10126000	1960-08-05		
USGS	10126000	1960-08-06		
USGS	10126000	1960-08-07		
USGS	10126000	1960-08-08		
USGS	10126000	1960-08-09		
USGS	10126000	1960-08-10		
USGS	10126000	1960-08-11		
USGS	10126000	1960-08-12		
USGS	10126000	1960-08-13		
USGS	10126000	1960-08-14		
USGS	10126000	1960-08-15		
USGS	10126000	1960-08-16		
USGS	10126000	1960-08-17		
USGS	10126000	1960-08-18		
USGS	10126000	1960-08-19		
USGS	10126000	1960-08-20		
USGS	10126000	1960-08-21		
USGS	10126000	1960-08-22		
USGS	10126000	1960-08-23		
USGS	10126000	1960-08-24		
USGS	10126000	1960-08-25		
USGS	10126000	1960-08-26		
USGS	10126000	1960-08-27		
USGS	10126000	1960-08-28		
USGS	10126000	1960-08-29		
USGS	10126000	1960-08-30		
USGS	10126000	1960-08-31		
USGS	10126000	1960-09-01		
USGS	10126000	1960-09-02		
USGS	10126000	1960-09-03		
USGS	10126000	1960-09-04		
USGS	10126000	1960-09-05		
USGS	10126000	1960-09-06		
USGS	10126000	1960-09-07		
USGS	10126000	1960-09-08		
USGS	10126000	1960-09-09		
USGS	10126000	1960-09-10		
USGS	10126000	1960-09-11		
USGS	10126000	1960-09-12		
USGS	10126000	1960-09-13		
USGS	10126000	1960-09-14		
USGS	10126000	1960-09-15		
USGS	10126000	1960-09-16		
USGS	10126000	1960-09-17		
USGS	10126000	1960-09-18		
USGS	10126000	1960-09-19		
USGS	10126000	1960-09-20		
USGS	10126000	1960-09-21		
USGS	10126000	1960-09-22		
USGS	10126000	1960-09-23		
USGS	10126000	1960-09-24		
USGS	10126000	1960-09-25		
USGS	10126000	1960-09-26		
USGS	10126000	1960-09-27		
USGS	10126000	1960-09-28		
USGS	10126000	1960-09-29		
USGS	10126000	1960-09-30		
USGS	10126000	1960-10-01		
USGS	10126000	1960-10-02		
USGS	10126000	1960-10-03		
USGS	10126000	1960-10-04		
USGS	10126000	1960-10-05		
USGS	10126000	1960-10-06		
USGS	10126000	1960-10-07		
USGS	10126000	1960-10-08		
USGS	10126000	1960-10-09		
USGS	10126000	1960-10-10		
USGS	10126000	1960-10-11		
USGS	10126000	1960-10-12		
USGS	10126000	1960-10-13		
USGS	10126000	1960-10-14		
USGS	10126000	1960-10-15		
USGS	10126000	1960-10-16		
USGS	10126000	1960-10-17		
USGS	10126000	1960-10-18		
USGS	10126000	1960-10-19		
USGS	10126000	1960-10-20		
USGS	10126000	1960-10-21		
USGS	10126000	1960-10-22		
USGS	10126000	1960-10-23		
USGS	10126000	1960-10-24		
USGS	10126000	1960-10-25		
USGS	10126000	1960-10-26		
USGS	10126000	1960-10-27		
USGS	10126000	1960-10-28		
USGS	10126000	1960-10-29		
USGS	10126000	1960-10-30		
USGS	10126000	1960-10-31		
USGS	10126000	1960-11-01		
USGS	10126000	1960-11-02		
USGS	10126000	1960-11-03		
USGS	10126000	1960-11-04		
USGS	10126000	1960-11-05		
USGS	10126000	1960-11-06		
USGS	10126000	1960-11-07		
USGS	10126000	1960-11-08		
USGS	10126000	1960-11-09		
USGS	10126000	1960-11-10		
USGS	10126000	1960-11-11		
USGS	10126000	1960-11-12		
USGS	10126000	1960-11-13		
USGS	10126000	1960-11-14		
USGS	10126000	1960-11-15		
USGS	10126000	1960-11-16		
USGS	10126000	1960-11-17		
USGS	10126000	1960-11-18		
USGS	10126000	1960-11-19		
USGS	10126000	1960-11-20		
USGS	10126000	1960-11-21		
USGS	10126000	1960-11-22		
USGS	10126000	1960-11-23		
USGS	10126000	1960-11-24		
USGS	10126000	1960-11-25		
USGS	10126000	1960-11-26		
USGS	10126000	1960-11-27		
USGS	10126000	1960-11-28		
USGS	10126000	1960-11-29		
USGS	10126000	1960-11-30		
USGS	10126000	1960-12-01		
USGS	10126000	1960-12-02		
USGS	10126000	1960-12-03		
USGS	10126000	1960-12-04		
USGS	10126000	1960-12-05		
USGS	10126000	1960-12-06		
USGS	10126000	1960-12-07		
USGS	10126000	1960-12-08		
USGS	10126000	1960-12-09		
USGS	10126000	1960-12-10		
USGS	10126000	1960-12-11		
USGS	10126000	1960-12-12		
USGS	10126000	1960-12-13		
USGS	10126000	1960-12-14		
USGS	10126000	1960-12-15		
USGS	10126000	1960-12-16		
USGS	10126000	1960-12-17		
USGS	10126000	1960-12-18		
USGS	10126000	1960-12-19		
USGS	10126000	1960-12-20		
USGS	10126000	1960-12-21		
USGS	10126000	1960-12-22		
USGS	10126000	1960-12-23		
USGS	10126000	1960-12-24		
USGS	10126000	1960-12-25		
USGS	10126000	1960-12-26		
USGS	10126000	1960-12-27		
USGS	10126000	1960-12-28		
USGS	10126000	1960-12-29		
USGS	10126000	1960-12-30		
USGS	10126000	1960-12-31		
USGS	10126000	1961-01-01		
USGS	10126000	1961-01-02		
USGS	10126000	1961-01-03		
USGS	10126000	1961-01-04		
USGS	10126000	1961-01-05		
USGS	10126000	1961-01-06		
USGS	10126000	1961-01-07		
USGS	10126000	1961-01-08		
USGS	10126000	1961-01-09		
USGS	10126000	1961-01-10		
USGS	10126000	1961-01-11		
USGS	10126000	1961-01-12		
USGS	10126000	1961-01-13		
USGS	10126000	1961-01-14		
USGS	10126000	1961-01-15		
USGS	10126000	1961-01-16		
USGS	10126000	1961-01-17		
USGS	10126000	1961-01-18		
USGS	10126000	1961-01-19		
USGS	10126000	1961-01-20		
USGS	10126000	1961-01-21		
USGS	10126000	1961-01-22		
USGS	10126000	1961-01-23		
USGS	10126000	1961-01-24		
USGS	10126000	1961-01-25		
USGS	10126000	1961-01-26		
USGS	10126000	1961-01-27		
USGS	10126000	1961-01-28		
USGS	10126000	1961-01-29		
USGS	10126000	1961-01-30		
USGS	10126000	1961-01-31		
USGS	10126000	1961-02-01		
USGS	10126000	1961-02-02		
USGS	10126000	1961-02-03		
USGS	10126000	1961-02-04		
USGS	10126000	1961-02-05		
USGS	10126000	1961-02-06		
USGS	10126000	1961-02-07		
USGS	10126000	1961-02-08		
USGS	10126000	1961-02-09		
USGS	10126000	1961-02-10		
USGS	10126000	1961-02-11		
USGS	10126000	1961-02-12		
USGS	10126000	1961-02-13		
USGS	10126000	1961-02-14		
USGS	10126000	1961-02-15		
USGS	10126000	1961-02-16		
USGS	10126000	1961-02-17		
USGS	10126000	1961-02-18		
USGS	10126000	1961-02-19		
USGS	10126000	1961-02-20		
USGS	10126000	1961-02-21		
USGS	10126000	1961-02-22		
USGS	10126000	1961-02-23		
USGS	10126000	1961-02-24		
USGS	10126000	1961-02-25		
USGS	10126000	1961-02-26		
USGS	10126000	1961-02-27		
USGS	10126000	1961-02-28		
USGS	10126000	1961-03-01		
USGS	10126000	1961-03-02		
USGS	10126000	1961-03-03		
USGS	10126000	1961-03-04		
USGS	10126000	1961-03-05		
USGS	10126000	1961-03-06		
USGS	10126000	1961-03-07		
USGS	10126000	1961-03-08		
USGS	10126000	1961-03-09		
USGS	10126000	1961-03-10		
USGS	10126000	1961-03-11		
USGS	10126000	1961-03-12		
USGS	10126000	1961-03-13		
USGS	10126000	1961-03-14		
USGS	10126000	1961-03-15		
USGS	10126000	1961-03-16		
USGS	10126000	1961-03-17		
USGS	10126000	1961-03-18		
USGS	10126000	1961-03-19		
USGS	10126000	1961-03-20		
USGS	10126000	1961-03-21		
USGS	10126000	1961-03-22		
USGS	10126000	1961-03-23		
USGS	10126000	1961-03-24		
USGS	10126000	1961-03-25		
USGS	10126000	1961-03-26		
USGS	10126000	1961-03-27		
USGS	10126000	1961-03-28		
USGS	10126000	1961-03-29		
USGS	10126000	1961-03-30		
USGS	10126000	1961-03-31		
USGS	10126000	1961-04-01		
USGS	10126000	1961-04-02		
USGS	10126000	1961-04-03		
USGS	10126000	1961-04-04		
USGS	10126000	1961-04-05		
USGS	10126000	1961-04-06		
USGS	10126000	1961-04-07		
USGS	10126000	1961-04-08		
USGS	10126000	1961-04-09		
USGS	10126000	1961-04-10		
USGS	10126000	1961-04-11		
USGS	10126000	1961-04-12		
USGS	10126000	1961-04-13		
USGS	10126000	1961-04-14		
USGS	10126000	1961-04-15		
USGS	10126000	1961-04-16		
USGS	10126000	1961-04-17		
USGS	10126000	1961-04-18		
USGS	10126000	1961-04-19		
USGS	10126000	1961-04-20		
USGS	10126000	1961-04-21		
USGS	10126000	1961-04-22		
USGS	10126000	1961-04-23		
USGS	10126000	1961-04-24		
USGS	10126000	1961-04-25		
USGS	10126000	1961-04-26		
USGS	10126000	1961-04-27		
USGS	10126000	1961-04-28		
USGS	10126000	1961-04-29		
USGS	10126000	1961-04-30		
USGS	10126000	1961-05-01		
USGS	10126000	1961-05-02		
USGS	10126000	1961-05-03		
USGS	10126000	1961-05-04		
USGS	10126000	1961-05-05		
USGS	10126000	1961-05-06		
USGS	10126000	1961-05-07		
USGS	10126000	1961-05-08		
USGS	10126000	1961-05-09		
USGS	10126000	1961-05-10		
USGS	10126000	1961-05-11		
USGS	10126000	1961-05-12		
USGS	10126000	1961-05-13		
USGS	10126000	1961-05-14		
USGS	10126000	1961-05-15		
USGS	10126000	1961-05-16		
USGS	10126000	1961-05-17		
USGS	10126000	1961-05-18		
USGS	10126000	1961-05-19		
USGS	10126000	1961-05-20		
USGS	10126000	1961-05-21		
USGS	10126000	1961-05-22		
USGS	10126000	1961-05-23		
USGS	10126000	1961-05-24		
USGS	10126000	1961-05-25		
USGS	10126000	1961-05-26		
USGS	10126000	1961-05-27		
USGS	10126000	1961-05-28		
USGS	10126000	1961-05-29		
USGS	10126000	1961-05-30		
USGS	10126000	1961-05-31		
USGS	10126000	1961-06-01		
USGS	10126000	1961-06-02		
USGS	10126000	1961-06-03		
USGS	10126000	1961-06-04		
USGS	10126000	1961-06-05		
USGS	10126000	1961-06-06		
USGS	10126000	1961-06-07		
USGS	10126000	1961-06-08		
USGS	10126000	1961-06-09		
USGS	10126000	1961-06-10		
USGS	10126000	1961-06-11		
USGS	10126000	1961-06-12		
USGS	10126000	1961-06-13		
USGS	10126000	1961-06-14		
USGS	10126000	1961-06-15		
USGS	10126000	1961-06-16		
USGS	10126000	1961-06-17		
USGS	10126000	1961-06-18		
USGS	10126000	1961-06-19		
USGS	10126000	1961-06-20		
USGS	10126000	1961-06-21		
USGS	10126000	1961-06-22		
USGS	10126000	1961-06-23		
USGS	10126000	1961-06-24		
USGS	10126000	1961-06-25		
USGS	10126000	1961-06-26		
USGS	10126000	1961-06-27		
USGS	10126000	1961-06-28		
USGS	10126000	1961-06-29		
USGS	10126000	1961-06-30		
USGS	10126000	1961-07-01		
USGS	10126000	1961-07-02		
USGS	10126000	1961-07-03		
USGS	10126000	1961-07-04		
USGS	10126000	1961-07-05		
USGS	10126000	1961-07-06		
USGS	10126000	1961-07-07		
USGS	10126000	1961-07-08		
USGS	10126000	1961-07-09		
USGS	10126000	1961-07-10		
USGS	10126000	1961-07-11		
USGS	10126000	1961-07-12		
USGS	10126000	1961-07-13		
USGS	10126000	1961-07-14		
USGS	10126000	1961-07-15		
USGS	10126000	1961-07-16		
USGS	10126000	1961-07-17		
USGS	10126000	1961-07-18		
USGS	10126000	1961-07-19		
USGS	10126000	1961-07-20		
USGS	10126000	1961-07-21		
USGS	10126000	1961-07-22		
USGS	10126000	1961-07-23		
USGS	10126000	1961-07-24		
USGS	10126000	1961-07-25		
USGS	10126000	1961-07-26		
USGS	10126000	1961-07-27		
USGS	10126000	1961-07-28		
USGS	10126000	1961-07-29		
USGS	10126000	1961-07-30		
USGS	10126000	1961-07-31		
USGS	10126000	1961-08-01		
USGS	10126000	1961-08-02		
USGS	10126000	1961-08-03		
USGS	10126000	1961-08-04		
USGS	10126000	1961-08-05		
USGS	10126000	1961-08-06		
USGS	10126000	1961-08-07		
USGS	10126000	1961-08-08		
USGS	10126000	1961-08-09		
USGS	10126000	1961-08-10		
USGS	10126000	1961-08-11		
USGS	10126000	1961-08-12		
USGS	10126000	1961-08-13		
USGS	10126000	1961-08-14		
USGS	10126000	1961-08-15		
USGS	10126000	1961-08-16		
USGS	10126000	1961-08-17		
USGS	10126000	1961-08-18		
USGS	10126000	1961-08-19		
USGS	10126000	1961-08-20		
USGS	10126000	1961-08-21		
USGS	10126000	1961-08-22		
USGS	10126000	1961-08-23		
USGS	10126000	1961-08-24		
USGS	10126000	1961-08-25		
USGS	10126000	1961-08-26		
USGS	10126000	1961-08-27		
USGS	10126000	1961-08-28		
USGS	10126000	1961-08-29		
USGS	10126000	1961-08-30		
USGS	10126000	1961-08-31		
USGS	10126000	1961-09-01		
USGS	10126000	1961-09-02		
USGS	10126000	1961-09-03		
USGS	10126000	1961-09-04		
USGS	10126000	1961-09-05		
USGS	10126000	1961-09-06		
USGS	10126000	1961-09-07		
USGS	10126000	1961-09-08		
USGS	10126000	1961-09-09		
USGS	10126000	1961-09-10		
USGS	10126000	1961-09-11		
USGS	10126000	1961-09-12		
USGS	10126000	1961-09-13		
USGS	10126000	1961-09-14		
USGS	10126000	1961-09-15		
USGS	10126000	1961-09-16		
USGS	10126000	1961-09-17		
USGS	10126000	1961-09-18		
USGS	10126000	1961-09-19		
USGS	10126000	1961-09-20		
USGS	10126000	1961-09-21		
USGS	10126000	1961-09-22		
USGS	10126000	1961-09-23		
USGS	10126000	1961-09-24		
USGS	10126000	1961-09-25		
USGS	10126000	1961-09-26		
USGS	10126000	1961-09-27		
USGS	10126000	1961-09-28		
USGS	10126000	1961-09-29		
USGS	10126000	1961-09-30		
USGS	10126000	1961-10-01		
USGS	10126000	1961-10-02		
USGS	10126000	1961-10-03		
USGS	10126000	1961-10-04		
USGS	10126000	1961-10-05		
USGS	10126000	1961-10-06		
USGS	10126000	1961-10-07		
USGS	10126000	1961-10-08		
USGS	10126000	1961-10-09		
USGS	10126000	1961-10-10		
USGS	10126000	1961-10-11		
USGS	10126000	1961-10-12		
USGS	10126000	1961-10-13		
USGS	10126000	1961-10-14		
USGS	10126000	1961-10-15		
USGS	10126000	1961-10-16		
USGS	10126000	1961-10-17		
USGS	10126000	1961-10-18		
USGS	10126000	1961-10-19		
USGS	10126000	1961-10-20		
USGS	10126000	1961-10-21		
USGS	10126000	1961-10-22		
USGS	10126000	1961-10-23		
USGS	10126000	1961-10-24		
USGS	10126000	1961-10-25		
USGS	10126000	1961-10-26		
USGS	10126000	1961-10-27		
USGS	10126000	1961-10-28		
USGS	10126000	1961-10-29		
USGS	10126000	1961-10-30		
USGS	10126000	1961-10-31		
USGS	10126000	1961-11-01		
USGS	10126000	1961-11-02		
USGS	10126000	1961-11-03		
USGS	10126000	1961-11-04		
USGS	10126000	1961-11-05		
USGS	10126000	1961-11-06		
USGS	10126000	1961-11-07		
USGS	10126000	1961-11-08		
USGS	10126000	1961-11-09		
USGS	10126000	1961-11-10		
USGS	10126000	1961-11-11		
USGS	10126000	1961-11-12		
USGS	10126000	1961-11-13		
USGS	10126000	1961-11-14		
USGS	10126000	1961-11-15		
USGS	10126000	1961-11-16		
USGS	10126000	1961-11-17		
USGS	10126000	1961-11-18		
USGS	10126000	1961-11-19		
USGS	10126000	1961-11-20		
USGS	10126000	1961-11-21		
USGS	10126000	1961-11-22		
USGS	10126000	1961-11-23		
USGS	10126000	1961-11-24		
USGS	10126000	1961-11-25		
USGS	10126000	1961-11-26		
USGS	10126000	1961-11-27		
USGS	10126000	1961-11-28		
USGS	10126000	1961-11-29		
USGS	10126000	1961-11-30		
USGS	10126000	1961-12-01		
USGS	10126000	1961-12-02		
USGS	10126000	1961-12-03		
USGS	10126000	1961-12-04		
USGS	10126000	1961-12-05		
USGS	10126000	1961-12-06		
USGS	10126000	1961-12-07		
USGS	10126000	1961-12-08		
USGS	10126000	1961-12-09		
USGS	10126000	1961-12-10		
USGS	10126000	1961-12-11		
USGS	10126000	1961-12-12		
USGS	10126000	1961-12-13		
USGS	10126000	1961-12-14		
USGS	10126000	1961-12-15		
USGS	10126000	1961-12-16		
USGS	10126000	1961-12-17		
USGS	10126000	1961-12-18		
USGS	10126000	1961-12-19		
USGS	10126000	1961-12-20		
USGS	10126000	1961-12-21		
USGS	10126000	1961-12-22		
USGS	10126000	1961-12-23		
USGS	10126000	1961-12-24		
USGS	10126000	1961-12-25		
USGS	10126000	1961-12-26		
USGS	10126000	1961-12-27		
USGS	10126000	1961-12-28		
USGS	10126000	1961-12-29		
USGS	10126000	1961-12-30		
USGS	10126000	1961-12-31		
USGS	10126000	1962-01-01		
USGS	10126000	1962-01-02		
USGS	10126000	1962-01-03		
USGS	10126000	1962-01-04		
USGS	10126000	1962-01-05		
USGS	10126000	1962-01-06		
USGS	10126000	1962-01-07		
USGS	10126000	1962-01-08		
USGS	10126000	1962-01-09		
USGS	10126000	1962-01-10		
USGS	10126000	1962-01-11		
USGS	10126000	1962-01-12		
USGS	10126000	1962-01-13		
USGS	10126000	1962-01-14		
USGS	10126000	1962-01-15		
USGS	10126000	1962-01-16		
USGS	10126000	1962-01-17		
USGS	10126000	1962-01-18		
USGS	10126000	1962-01-19		
USGS	10126000	1962-01-20		
USGS	10126000	1962-01-21		
USGS	10126000	1962-01-22		
USGS	10126000	1962-01-23		
USGS	10126000	1962-01-24		
USGS	10126000	1962-01-25		
USGS	10126000	1962-01-26		
USGS	10126000	1962-01-27		
USGS	10126000	1962-01-28		
USGS	10126000	1962-01-29		
USGS	10126000	1962-01-30		
USGS	10126000	1962-01-31		
USGS	10126000	1962-02-01		
USGS	10126000	1962-02-02		
USGS	10126000	1962-02-03		
USGS	10126000	1962-02-04		
USGS	10126000	1962-02-05		
USGS	10126000	1962-02-06		
USGS	10126000	1962-02-07		
USGS	10126000	1962-02-08		
USGS	10126000	1962-02-09		
USGS	10126000	1962-02-10		
USGS	10126000	1962-02-11		
USGS	10126000	1962-02-12		
USGS	10126000	1962-02-13		
USGS	10126000	1962-02-14		
USGS	10126000	1962-02-15		
USGS	10126000	1962-02-16		
USGS	10126000	1962-02-17		
USGS	10126000	1962-02-18		
USGS	10126000	1962-02-19		
USGS	10126000	1962-02-20		
USGS	10126000	1962-02-21		
USGS	10126000	1962-02-22		
USGS	10126000	1962-02-23		
USGS	10126000	1962-02-24		
USGS	10126000	1962-02-25		
USGS	10126000	1962-02-26		
USGS	10126000	1962-02-27		
USGS	10126000	1962-02-28		
USGS	10126000	1962-03-01		
USGS	10126000	1962-03-02		
USGS	10126000	1962-03-03		
USGS	10126000	1962-03-04		
USGS	10126000	1962-03-05		
USGS	10126000	1962-03-06		
USGS	10126000	1962-03-07		
USGS	10126000	1962-03-08		
USGS	10126000	1962-03-09		
USGS	10126000	1962-03-10		
USGS	10126000	1962-03-11		
USGS	10126000	1962-03-12		
USGS	10126000	1962-03-13		
USGS	10126000	1962-03-14		
USGS	10126000	1962-03-15		
USGS	10126000	1962-03-16		
USGS	10126000	1962-03-17		
USGS	10126000	1962-03-18		
USGS	10126000	1962-03-19		
USGS	10126000	1962-03-20		
USGS	10126000	1962-03-21		
USGS	10126000	1962-03-22		
USGS	10126000	1962-03-23		
USGS	10126000	1962-03-24		
USGS	10126000	1962-03-25		
USGS	10126000	1962-03-26		
USGS	10126000	1962-03-27		
USGS	10126000	1962-03-28		
USGS	10126000	1962-03-29		
USGS	10126000	1962-03-30		
USGS	10126000	1962-03-31		
USGS	10126000	1962-04-01		
USGS	10126000	1962-04-02		
USGS	10126000	1962-04-03		
USGS	10126000	1962-04-04		
USGS	10126000	1962-04-05		
USGS	10126000	1962-04-06		
USGS	10126000	1962-04-07		
USGS	10126000	1962-04-08		
USGS	10126000	1962-04-09		
USGS	10126000	1962-04-10		
USGS	10126000	1962-04-11		
USGS	10126000	1962-04-12		
USGS	10126000	1962-04-13		
USGS	10126000	1962-04-14		
USGS	10126000	1962-04-15		
USGS	10126000	1962-04-16		
USGS	10126000	1962-04-17		
USGS	10126000	1962-04-18		
USGS	10126000	1962-04-19		
USGS	10126000	1962-04-20		
USGS	10126000	1962-04-21		
USGS	10126000	1962-04-22		
USGS	10126000	1962-04-23		
USGS	10126000	1962-04-24		
USGS	10126000	1962-04-25		
USGS	10126000	1962-04-26		
USGS	10126000	1962-04-27		
USGS	10126000	1962-04-28		
USGS	10126000	1962-04-29		
USGS	10126000	1962-04-30		
USGS	10126000	1962-05-01		
USGS	10126000	1962-05-02		
USGS	10126000	1962-05-03		
USGS	10126000	1962-05-04		
USGS	10126000	1962-05-05		
USGS	10126000	1962-05-06		
USGS	10126000	1962-05-07		
USGS	10126000	1962-05-08		
USGS	10126000	1962-05-09		
USGS	10126000	1962-05-10		
USGS	10126000	1962-05-11		
USGS	10126000	1962-05-12		
USGS	10126000	1962-05-13		
USGS	10126000	1962-05-14		
USGS	10126000	1962-05-15		
USGS	10126000	1962-05-16		
USGS	10126000	1962-05-17		
USGS	10126000	1962-05-18		
USGS	10126000	1962-05-19		
USGS	10126000	1962-05-20		
USGS	10126000	1962-05-21		
USGS	10126000	1962-05-22		
USGS	10126000	1962-05-23		
USGS	10126000	1962-05-24		
USGS	10126000	1962-05-25		
USGS	10126000	1962-05-26		
USGS	10126000	1962-05-27		
USGS	10126000	1962-05-28		
USGS	10126000	1962-05-29		
USGS	10126000	1962-05-30		
USGS	10126000	1962-05-31		
USGS	10126000	1962-06-01		
USGS	10126000	1962-06-02		
USGS	10126000	1962-06-03		
USGS	10126000	1962-06-04		
USGS	10126000	1962-06-05		
USGS	10126000	1962-06-06		
USGS	10126000	1962-06-07		
USGS	10126000	1962-06-08		
USGS	10126000	1962-06-09		
USGS	10126000	1962-06-10		
USGS	10126000	1962-06-11		
USGS	10126000	1962-06-12		
USGS	10126000	1962-06-13		
USGS	10126000	1962-06-14		
USGS	10126000	1962-06-15		
USGS	10126000	1962-06-16		
USGS	10126000	1962-06-17		
USGS	10126000	1962-06-18		
USGS	10126000	1962-06-19		
USGS	10126000	1962-06-20		
USGS	10126000	1962-06-21		
USGS	10126000	1962-06-22		
USGS	10126000	1962-06-23		
USGS	10126000	1962-06-24		
USGS	10126000	1962-06-25		
USGS	10126000	1962-06-26		
USGS	10126000	1962-06-27		
USGS	10126000	1962-06-28		
USGS	10126000	1962-06-29		
USGS	10126000	1962-06-30		
USGS	10126000	1962-07-01		
USGS	10126000	1962-07-02		
USGS	10126000	1962-07-03		
USGS	10126000	1962-07-04		
USGS	10126000	1962-07-05		
USGS	10126000	1962-07-06		
USGS	10126000	1962-07-07		
USGS	10126000	1962-07-08		
USGS	10126000	1962-07-09		
USGS	10126000	1962-07-10		
USGS	10126000	1962-07-11		
USGS	10126000	1962-07-12		
USGS	10126000	1962-07-13		
USGS	10126000	1962-07-14		
USGS	10126000	1962-07-15		
USGS	10126000	1962-07-16		
USGS	10126000	1962-07-17		
USGS	10126000	1962-07-18		
USGS	10126000	1962-07-19		
USGS	10126000	1962-07-20		
USGS	10126000	1962-07-21		
USGS	10126000	1962-07-22		
USGS	10126000	1962-07-23		
USGS	10126000	1962-07-24		
USGS	10126000	1962-07-25		
USGS	10126000	1962-07-26		
USGS	10126000	1962-07-27		
USGS	10126000	1962-07-28		
USGS	10126000	1962-07-29		
USGS	10126000	1962-07-30		
USGS	10126000	1962-07-31		
USGS	10126000	1962-08-01		
USGS	10126000	1962-08-02		
USGS	10126000	1962-08-03		
USGS	10126000	1962-08-04		
USGS	10126000	1962-08-05		
USGS	10126000	1962-08-06		
USGS	10126000	1962-08-07		
USGS	10126000	1962-08-08		
USGS	10126000	1962-08-09		
USGS	10126000	1962-08-10		
USGS	10126000	1962-08-11		
USGS	10126000	1962-08-12		
USGS	10126000	1962-08-13		
USGS	10126000	1962-08-14		
USGS	10126000	1962-08-15		
USGS	10126000	1962-08-16		
USGS	10126000	1962-08-17		
USGS	10126000	1962-08-18		
USGS	10126000	1962-08-19		
USGS	10126000	1962-08-20		
USGS	10126000	1962-08-21		
USGS	10126000	1962-08-22		
USGS	10126000	1962-08-23		
USGS	10126000	1962-08-24		
USGS	10126000	1962-08-25		
USGS	10126000	1962-08-26		
USGS	10126000	1962-08-27		
USGS	10126000	1962-08-28		
